trip_id,arrival_time,departure_time,stop_id,stop_sequence,shape_dist_traveled
route_001_inbound,06:230:00,06:230:00,stop_1_037,47,0.0163239832113496
route_001_inbound,06:240:00,06:240:00,stop_1_035,49,0.0154170952551635
route_001_inbound,06:250:00,06:250:00,stop_1_033,51,0.0145102072989754
route_001_inbound,06:260:00,06:260:00,stop_1_031,53,0.0136033193427912
route_001_inbound,06:270:00,06:270:00,stop_1_029,55,0.0126964313866068
route_001_inbound,06:280:00,06:280:00,stop_1_027,57,0.011789543430417
route_001_inbound,06:290:00,06:290:00,stop_1_025,59,0.0108826554742351
route_001_inbound,06:300:00,06:300:00,stop_1_023,61,0.0099757675180468
route_001_inbound,06:310:00,06:310:00,stop_1_021,63,0.0090688795618587
route_001_inbound,06:320:00,06:320:00,stop_1_019,65,0.008161991605676
route_001_inbound,06:330:00,06:330:00,stop_1_017,67,0.0072551036494877
route_001_inbound,06:340:00,06:340:00,stop_1_015,69,0.0063482156933018
route_001_inbound,06:350:00,06:350:00,stop_1_013,71,0.0054413277371166
route_001_inbound,06:360:00,06:360:00,stop_1_011,73,0.0045344397809308
route_001_inbound,06:370:00,06:370:00,stop_1_009,75,0.0036275518247463
route_001_inbound,06:380:00,06:380:00,stop_1_007,77,0.002720663868556
route_001_inbound,06:390:00,06:390:00,stop_1_005,79,0.0018137759123736
route_001_inbound,06:395:00,06:395:00,stop_1_004,80,0.0013603319342837
route_001_inbound,06:400:00,06:400:00,stop_1_003,81,0.000906887956183
route_001_inbound,06:405:00,06:405:00,stop_1_002,82,0.0004534439780899
route_001_inbound,06:410:00,06:410:00,stop_1_001,83,0.0
route_002_outbound,06:00:00,06:00:00,stop_2_001,1,0.0
route_002_outbound,06:05:00,06:05:00,stop_2_002,2,0.0004524990287601
route_002_outbound,06:10:00,06:10:00,stop_2_003,3,0.0009049980575187
route_002_outbound,06:15:00,06:15:00,stop_2_004,4,0.001357497086283
route_002_outbound,06:20:00,06:20:00,stop_2_005,5,0.0018099961150389
route_002_outbound,06:30:00,06:30:00,stop_2_007,7,0.0027149941725642
route_002_outbound,06:40:00,06:40:00,stop_2_009,9,0.0036199922300786
route_002_outbound,06:50:00,06:50:00,stop_2_011,11,0.0045249902875998
route_002_outbound,06:60:00,06:60:00,stop_2_013,13,0.005429988345125
route_002_outbound,06:70:00,06:70:00,stop_2_015,15,0.0063349864026409
route_002_outbound,06:80:00,06:80:00,stop_2_017,17,0.007239984460163
route_002_outbound,06:90:00,06:90:00,stop_2_019,19,0.0081449825176836
route_002_outbound,06:100:00,06:100:00,stop_2_021,21,0.0090499805752006
route_002_outbound,06:110:00,06:110:00,stop_2_023,23,0.0099549786327272
route_002_outbound,06:120:00,06:120:00,stop_2_025,25,0.0108599766902472
route_002_outbound,06:130:00,06:130:00,stop_2_027,27,0.0117649747477676
route_002_outbound,06:140:00,06:140:00,stop_2_029,29,0.0126699728052871
route_002_outbound,06:150:00,06:150:00,stop_2_031,31,0.0135749708628078
route_002_outbound,06:160:00,06:160:00,stop_2_033,33,0.014479968920327
route_002_outbound,06:170:00,06:170:00,stop_2_035,35,0.0153849669778428
route_002_outbound,06:180:00,06:180:00,stop_2_037,37,0.0162899650353692
route_002_outbound,06:190:00,06:190:00,stop_2_039,39,0.0171949630928851
route_002_outbound,06:200:00,06:200:00,stop_2_041,41,0.0180999611504064
route_002_outbound,06:210:00,06:210:00,stop_2_043,43,0.0190049592079251
route_002_outbound,06:220:00,06:220:00,stop_2_045,45,0.01990995726545
route_002_outbound,06:230:00,06:230:00,stop_2_047,47,0.0208149553229697
route_002_outbound,06:240:00,06:240:00,stop_2_049,49,0.0217199533804914
route_002_outbound,06:250:00,06:250:00,stop_2_051,51,0.0226249514380053
route_002_outbound,06:260:00,06:260:00,stop_2_053,53,0.0235299494955326
route_002_outbound,06:270:00,06:270:00,stop_2_055,55,0.0244349475530505
route_002_outbound,06:280:00,06:280:00,stop_2_057,57,0.0253399456105665
route_002_outbound,06:290:00,06:290:00,stop_2_059,59,0.0262449436680892
route_002_outbound,06:300:00,06:300:00,stop_2_061,61,0.0271499417256069
route_002_outbound,06:310:00,06:310:00,stop_2_063,63,0.0280549397831315
route_002_outbound,06:320:00,06:320:00,stop_2_065,65,0.0289599378406517
route_002_outbound,06:330:00,06:330:00,stop_2_067,67,0.0298649358981737
route_002_outbound,06:340:00,06:340:00,stop_2_069,69,0.0307699339556933
route_002_outbound,06:350:00,06:350:00,stop_2_071,71,0.0316749320132131
route_002_outbound,06:360:00,06:360:00,stop_2_073,73,0.0325799300707356
route_002_outbound,06:370:00,06:370:00,stop_2_075,75,0.0334849281282556
route_002_outbound,06:380:00,06:380:00,stop_2_077,77,0.0343899261857754
route_002_outbound,06:390:00,06:390:00,stop_2_079,79,0.035294924243297
route_002_outbound,06:400:00,06:400:00,stop_2_081,81,0.0361999223008162
route_002_outbound,06:410:00,06:410:00,stop_2_083,83,0.0371049203583333
route_002_outbound,06:420:00,06:420:00,stop_2_085,85,0.0380099184158613
route_002_outbound,06:430:00,06:430:00,stop_2_087,87,0.0389149164733705
route_002_outbound,06:435:00,06:435:00,stop_2_088,88,0.0393674155021357
route_002_inbound,06:00:00,06:00:00,stop_2_088,1,0.0393674155021357
route_002_inbound,06:05:00,06:05:00,stop_2_087,2,0.0389149164733705
route_002_inbound,06:15:00,06:15:00,stop_2_085,4,0.0380099184158613
route_002_inbound,06:25:00,06:25:00,stop_2_083,6,0.0371049203583333
route_002_inbound,06:35:00,06:35:00,stop_2_081,8,0.0361999223008162
route_002_inbound,06:45:00,06:45:00,stop_2_079,10,0.035294924243297
route_002_inbound,06:55:00,06:55:00,stop_2_077,12,0.0343899261857754
route_002_inbound,06:65:00,06:65:00,stop_2_075,14,0.0334849281282556
route_002_inbound,06:75:00,06:75:00,stop_2_073,16,0.0325799300707356
route_002_inbound,06:85:00,06:85:00,stop_2_071,18,0.0316749320132131
route_002_inbound,06:95:00,06:95:00,stop_2_069,20,0.0307699339556933
route_002_inbound,06:105:00,06:105:00,stop_2_067,22,0.0298649358981737
route_002_inbound,06:115:00,06:115:00,stop_2_065,24,0.0289599378406517
route_002_inbound,06:125:00,06:125:00,stop_2_063,26,0.0280549397831315
route_002_inbound,06:135:00,06:135:00,stop_2_061,28,0.0271499417256069
route_002_inbound,06:145:00,06:145:00,stop_2_059,30,0.0262449436680892
route_002_inbound,06:155:00,06:155:00,stop_2_057,32,0.0253399456105665
route_002_inbound,06:165:00,06:165:00,stop_2_055,34,0.0244349475530505
route_002_inbound,06:175:00,06:175:00,stop_2_053,36,0.0235299494955326
route_002_inbound,06:185:00,06:185:00,stop_2_051,38,0.0226249514380053
route_002_inbound,06:195:00,06:195:00,stop_2_049,40,0.0217199533804914
route_002_inbound,06:205:00,06:205:00,stop_2_047,42,0.0208149553229697
route_002_inbound,06:215:00,06:215:00,stop_2_045,44,0.01990995726545
route_002_inbound,06:225:00,06:225:00,stop_2_043,46,0.0190049592079251
route_002_inbound,06:235:00,06:235:00,stop_2_041,48,0.0180999611504064
route_002_inbound,06:245:00,06:245:00,stop_2_039,50,0.0171949630928851
route_002_inbound,06:255:00,06:255:00,stop_2_037,52,0.0162899650353692
route_002_inbound,06:265:00,06:265:00,stop_2_035,54,0.0153849669778428
route_002_inbound,06:275:00,06:275:00,stop_2_033,56,0.014479968920327
route_002_inbound,06:285:00,06:285:00,stop_2_031,58,0.0135749708628078
route_002_inbound,06:295:00,06:295:00,stop_2_029,60,0.0126699728052871
route_002_inbound,06:305:00,06:305:00,stop_2_027,62,0.0117649747477676
route_002_inbound,06:315:00,06:315:00,stop_2_025,64,0.0108599766902472
route_002_inbound,06:325:00,06:325:00,stop_2_023,66,0.0099549786327272
route_002_inbound,06:335:00,06:335:00,stop_2_021,68,0.0090499805752006
route_002_inbound,06:345:00,06:345:00,stop_2_019,70,0.0081449825176836
route_002_inbound,06:355:00,06:355:00,stop_2_017,72,0.007239984460163
route_002_inbound,06:365:00,06:365:00,stop_2_015,74,0.0063349864026409
route_002_inbound,06:375:00,06:375:00,stop_2_013,76,0.005429988345125
route_002_inbound,06:385:00,06:385:00,stop_2_011,78,0.0045249902875998
route_002_inbound,06:395:00,06:395:00,stop_2_009,80,0.0036199922300786
route_002_inbound,06:405:00,06:405:00,stop_2_007,82,0.0027149941725642
route_002_inbound,06:415:00,06:415:00,stop_2_005,84,0.0018099961150389
route_002_inbound,06:420:00,06:420:00,stop_2_004,85,0.001357497086283
route_002_inbound,06:425:00,06:425:00,stop_2_003,86,0.0009049980575187
route_002_inbound,06:430:00,06:430:00,stop_2_002,87,0.0004524990287601
route_002_inbound,06:435:00,06:435:00,stop_2_001,88,0.0
route_003_outbound,06:00:00,06:00:00,stop_3_001,1,0.0
route_003_outbound,06:10:00,06:10:00,stop_3_003,3,0.0009030810171279
route_003_outbound,06:20:00,06:20:00,stop_3_005,5,0.0018061620342535
route_003_outbound,06:30:00,06:30:00,stop_3_007,7,0.0027092430513805
route_003_outbound,06:40:00,06:40:00,stop_3_009,9,0.0036123240685117
route_003_outbound,06:50:00,06:50:00,stop_3_011,11,0.0045154050856399
route_003_outbound,06:60:00,06:60:00,stop_3_013,13,0.0054184861027636
route_003_outbound,06:70:00,06:70:00,stop_3_015,15,0.0063215671198929
route_003_outbound,06:80:00,06:80:00,stop_3_017,17,0.007224648137018
route_003_outbound,06:90:00,06:90:00,stop_3_019,19,0.0081277291541473
route_003_outbound,06:100:00,06:100:00,stop_3_021,21,0.0090308101712728
route_003_outbound,06:110:00,06:110:00,stop_3_023,23,0.0099338911884039
route_003_outbound,06:120:00,06:120:00,stop_3_025,25,0.0108369722055277
route_003_outbound,06:130:00,06:130:00,stop_3_027,27,0.0117400532226618
route_003_outbound,06:140:00,06:140:00,stop_3_029,29,0.0126431342397862
route_003_outbound,06:150:00,06:150:00,stop_3_031,31,0.0135462152569156
route_003_outbound,06:160:00,06:160:00,stop_3_033,33,0.0144492962740373
route_003_outbound,06:170:00,06:170:00,stop_3_035,35,0.0153523772911697
route_003_outbound,06:180:00,06:180:00,stop_3_037,37,0.0162554583082979
route_003_outbound,06:190:00,06:190:00,stop_3_039,39,0.0171585393254236
route_003_outbound,06:200:00,06:200:00,stop_3_041,41,0.0180616203425511
route_003_outbound,06:210:00,06:210:00,stop_3_043,43,0.0189647013596751
route_003_outbound,06:220:00,06:220:00,stop_3_045,45,0.0198677823768044
route_003_outbound,06:230:00,06:230:00,stop_3_047,47,0.0207708633939365
route_003_outbound,06:240:00,06:240:00,stop_3_049,49,0.0216739444110606
route_003_outbound,06:250:00,06:250:00,stop_3_051,51,0.0225770254281885
route_003_outbound,06:260:00,06:260:00,stop_3_053,53,0.0234801064453168
route_003_outbound,06:270:00,06:270:00,stop_3_055,55,0.0243831874624468
route_003_outbound,06:280:00,06:280:00,stop_3_057,57,0.0252862684795733
route_003_outbound,06:290:00,06:290:00,stop_3_059,59,0.0261893494967018
route_003_outbound,06:300:00,06:300:00,stop_3_061,61,0.0270924305138279
route_003_outbound,06:310:00,06:310:00,stop_3_063,63,0.027995511530954
route_003_outbound,06:320:00,06:320:00,stop_3_065,65,0.0288985925480799
route_003_outbound,06:330:00,06:330:00,stop_3_067,67,0.0298016735652094
route_003_outbound,06:340:00,06:340:00,stop_3_069,69,0.0307047545823351
route_003_outbound,06:350:00,06:350:00,stop_3_071,71,0.031607835599465
route_003_outbound,06:360:00,06:360:00,stop_3_073,73,0.0325109166165919
route_003_outbound,06:370:00,06:370:00,stop_3_075,75,0.0334139976337152
route_003_outbound,06:380:00,06:380:00,stop_3_077,77,0.0343170786508462
route_003_outbound,06:390:00,06:390:00,stop_3_079,79,0.0352201596679742
route_003_outbound,06:400:00,06:400:00,stop_3_081,81,0.0361232406851012
route_003_outbound,06:410:00,06:410:00,stop_3_083,83,0.0370263217022276
route_003_outbound,06:420:00,06:420:00,stop_3_085,85,0.0379294027193562
route_003_outbound,06:430:00,06:430:00,stop_3_087,87,0.038832483736485
route_003_outbound,06:440:00,06:440:00,stop_3_089,89,0.039735564753611
route_003_outbound,06:450:00,06:450:00,stop_3_091,91,0.0406386457707396
route_003_outbound,06:460:00,06:460:00,stop_3_093,93,0.041541726787869
route_003_outbound,06:470:00,06:470:00,stop_3_095,95,0.0424448078049945
route_003_outbound,06:480:00,06:480:00,stop_3_097,97,0.043347888822123
route_003_outbound,06:490:00,06:490:00,stop_3_099,99,0.04425096983925
route_003_outbound,06:500:00,06:500:00,stop_3_101,101,0.0451540508563772
route_003_outbound,06:510:00,06:510:00,stop_3_103,103,0.0460571318735036
route_003_outbound,06:520:00,06:520:00,stop_3_105,105,0.0469602128906323
route_003_outbound,06:530:00,06:530:00,stop_3_107,107,0.0478632939077584
route_003_outbound,06:540:00,06:540:00,stop_3_109,109,0.0487663749248877
route_003_outbound,06:550:00,06:550:00,stop_3_111,111,0.049669455942014
route_003_outbound,06:560:00,06:560:00,stop_3_113,113,0.0505725369591423
route_003_outbound,06:570:00,06:570:00,stop_3_115,115,0.05147561797627
route_003_outbound,06:580:00,06:580:00,stop_3_117,117,0.0523786989933985
route_003_outbound,06:590:00,06:590:00,stop_3_119,119,0.0532817800105247
route_003_outbound,06:600:00,06:600:00,stop_3_121,121,0.0541848610276522
route_003_outbound,06:610:00,06:610:00,stop_3_123,123,0.0550879420447798
route_003_outbound,06:620:00,06:620:00,stop_3_125,125,0.0559910230619075
route_003_outbound,06:630:00,06:630:00,stop_3_127,127,0.0568941040790358
route_003_outbound,06:640:00,06:640:00,stop_3_129,129,0.0577971850961627
route_003_outbound,06:650:00,06:650:00,stop_3_131,131,0.0587002661132903
route_003_outbound,06:660:00,06:660:00,stop_3_133,133,0.0596033471304187
route_003_outbound,06:670:00,06:670:00,stop_3_135,135,0.0605064281475449
route_003_outbound,06:680:00,06:680:00,stop_3_137,137,0.0614095091646727
route_003_outbound,06:690:00,06:690:00,stop_3_139,139,0.062312590181801
route_003_outbound,06:700:00,06:700:00,stop_3_141,141,0.0632156711989275
route_003_outbound,06:710:00,06:710:00,stop_3_143,143,0.0641187522160554
route_003_outbound,06:720:00,06:720:00,stop_3_145,145,0.0650218332331836
route_003_outbound,06:730:00,06:730:00,stop_3_147,147,0.0659249142503099
route_003_outbound,06:740:00,06:740:00,stop_3_149,149,0.0668279952674376
route_003_outbound,06:750:00,06:750:00,stop_3_151,151,0.0677310762845649
route_003_outbound,06:760:00,06:760:00,stop_3_153,153,0.0686341573016937
route_003_outbound,06:770:00,06:770:00,stop_3_155,155,0.0695372383188212
route_003_outbound,06:780:00,06:780:00,stop_3_157,157,0.0704403193359465
route_003_outbound,06:790:00,06:790:00,stop_3_159,159,0.071343400353076
route_003_outbound,06:800:00,06:800:00,stop_3_161,161,0.072246481370203
route_003_outbound,06:810:00,06:810:00,stop_3_163,163,0.0731495623873326
route_003_outbound,06:820:00,06:820:00,stop_3_165,165,0.0740526434044575
route_003_outbound,06:830:00,06:830:00,stop_3_167,167,0.0749557244215859
route_003_outbound,06:840:00,06:840:00,stop_3_169,169,0.0758588054387128
route_003_outbound,06:850:00,06:850:00,stop_3_171,171,0.0767618864558434
route_003_outbound,06:860:00,06:860:00,stop_3_173,173,0.0776649674729679
route_003_outbound,06:870:00,06:870:00,stop_3_175,175,0.078568048490097
route_003_outbound,06:880:00,06:880:00,stop_3_177,177,0.0794711295072252
route_003_outbound,06:890:00,06:890:00,stop_3_179,179,0.0803742105243515
route_003_outbound,06:900:00,06:900:00,stop_3_181,181,0.0812772915414798
route_003_outbound,06:910:00,06:910:00,stop_3_183,183,0.0821803725586056
route_003_outbound,06:920:00,06:920:00,stop_3_185,185,0.0830834535757333
route_003_outbound,06:930:00,06:930:00,stop_3_187,187,0.0839865345928615
route_003_outbound,06:940:00,06:940:00,stop_3_189,189,0.0848896156099893
route_003_outbound,06:950:00,06:950:00,stop_3_191,191,0.0857926966271158
route_003_outbound,06:960:00,06:960:00,stop_3_193,193,0.0866957776442436
route_003_outbound,06:965:00,06:965:00,stop_3_194,194,0.0871473181528077
route_003_inbound,06:00:00,06:00:00,stop_3_194,1,0.0871473181528077
route_003_inbound,06:05:00,06:05:00,stop_3_193,2,0.0866957776442436
route_003_inbound,06:15:00,06:15:00,stop_3_191,4,0.0857926966271158
route_003_inbound,06:25:00,06:25:00,stop_3_189,6,0.0848896156099893
route_003_inbound,06:35:00,06:35:00,stop_3_187,8,0.0839865345928615
route_003_inbound,06:45:00,06:45:00,stop_3_185,10,0.0830834535757333
route_003_inbound,06:55:00,06:55:00,stop_3_183,12,0.0821803725586056
route_003_inbound,06:65:00,06:65:00,stop_3_181,14,0.0812772915414798
route_003_inbound,06:75:00,06:75:00,stop_3_179,16,0.0803742105243515
route_003_inbound,06:85:00,06:85:00,stop_3_177,18,0.0794711295072252
route_003_inbound,06:95:00,06:95:00,stop_3_175,20,0.078568048490097
route_003_inbound,06:105:00,06:105:00,stop_3_173,22,0.0776649674729679
route_003_inbound,06:115:00,06:115:00,stop_3_171,24,0.0767618864558434
route_003_inbound,06:125:00,06:125:00,stop_3_169,26,0.0758588054387128
route_003_inbound,06:135:00,06:135:00,stop_3_167,28,0.0749557244215859
route_003_inbound,06:145:00,06:145:00,stop_3_165,30,0.0740526434044575
route_003_inbound,06:155:00,06:155:00,stop_3_163,32,0.0731495623873326
route_003_inbound,06:165:00,06:165:00,stop_3_161,34,0.072246481370203
route_003_inbound,06:175:00,06:175:00,stop_3_159,36,0.071343400353076
route_003_inbound,06:185:00,06:185:00,stop_3_157,38,0.0704403193359465
route_003_inbound,06:195:00,06:195:00,stop_3_155,40,0.0695372383188212
route_003_inbound,06:205:00,06:205:00,stop_3_153,42,0.0686341573016937
route_003_inbound,06:215:00,06:215:00,stop_3_151,44,0.0677310762845649
route_003_inbound,06:225:00,06:225:00,stop_3_149,46,0.0668279952674376
route_003_inbound,06:235:00,06:235:00,stop_3_147,48,0.0659249142503099
route_003_inbound,06:245:00,06:245:00,stop_3_145,50,0.0650218332331836
route_003_inbound,06:255:00,06:255:00,stop_3_143,52,0.0641187522160554
route_003_inbound,06:265:00,06:265:00,stop_3_141,54,0.0632156711989275
route_003_inbound,06:275:00,06:275:00,stop_3_139,56,0.062312590181801
route_003_inbound,06:285:00,06:285:00,stop_3_137,58,0.0614095091646727
route_003_inbound,06:295:00,06:295:00,stop_3_135,60,0.0605064281475449
route_003_inbound,06:305:00,06:305:00,stop_3_133,62,0.0596033471304187
route_003_inbound,06:315:00,06:315:00,stop_3_131,64,0.0587002661132903
route_003_inbound,06:325:00,06:325:00,stop_3_129,66,0.0577971850961627
route_003_inbound,06:335:00,06:335:00,stop_3_127,68,0.0568941040790358
route_003_inbound,06:345:00,06:345:00,stop_3_125,70,0.0559910230619075
route_003_inbound,06:355:00,06:355:00,stop_3_123,72,0.0550879420447798
route_003_inbound,06:365:00,06:365:00,stop_3_121,74,0.0541848610276522
route_003_inbound,06:375:00,06:375:00,stop_3_119,76,0.0532817800105247
route_003_inbound,06:385:00,06:385:00,stop_3_117,78,0.0523786989933985
route_003_inbound,06:395:00,06:395:00,stop_3_115,80,0.05147561797627
route_003_inbound,06:405:00,06:405:00,stop_3_113,82,0.0505725369591423
route_003_inbound,06:415:00,06:415:00,stop_3_111,84,0.049669455942014
route_003_inbound,06:425:00,06:425:00,stop_3_109,86,0.0487663749248877
route_003_inbound,06:435:00,06:435:00,stop_3_107,88,0.0478632939077584
route_003_inbound,06:445:00,06:445:00,stop_3_105,90,0.0469602128906323
route_003_inbound,06:455:00,06:455:00,stop_3_103,92,0.0460571318735036
route_003_inbound,06:465:00,06:465:00,stop_3_101,94,0.0451540508563772
route_003_inbound,06:475:00,06:475:00,stop_3_099,96,0.04425096983925
route_003_inbound,06:485:00,06:485:00,stop_3_097,98,0.043347888822123
route_003_inbound,06:495:00,06:495:00,stop_3_095,100,0.0424448078049945
route_003_inbound,06:505:00,06:505:00,stop_3_093,102,0.041541726787869
route_003_inbound,06:515:00,06:515:00,stop_3_091,104,0.0406386457707396
route_003_inbound,06:525:00,06:525:00,stop_3_089,106,0.039735564753611
route_003_inbound,06:535:00,06:535:00,stop_3_087,108,0.038832483736485
route_003_inbound,06:545:00,06:545:00,stop_3_085,110,0.0379294027193562
route_003_inbound,06:555:00,06:555:00,stop_3_083,112,0.0370263217022276
route_003_inbound,06:565:00,06:565:00,stop_3_081,114,0.0361232406851012
route_003_inbound,06:575:00,06:575:00,stop_3_079,116,0.0352201596679742
route_003_inbound,06:585:00,06:585:00,stop_3_077,118,0.0343170786508462
route_003_inbound,06:595:00,06:595:00,stop_3_075,120,0.0334139976337152
route_003_inbound,06:605:00,06:605:00,stop_3_073,122,0.0325109166165919
route_003_inbound,06:615:00,06:615:00,stop_3_071,124,0.031607835599465
route_003_inbound,06:625:00,06:625:00,stop_3_069,126,0.0307047545823351
route_003_inbound,06:635:00,06:635:00,stop_3_067,128,0.0298016735652094
route_003_inbound,06:645:00,06:645:00,stop_3_065,130,0.0288985925480799
route_003_inbound,06:655:00,06:655:00,stop_3_063,132,0.027995511530954
route_003_inbound,06:665:00,06:665:00,stop_3_061,134,0.0270924305138279
route_003_inbound,06:675:00,06:675:00,stop_3_059,136,0.0261893494967018
route_003_inbound,06:685:00,06:685:00,stop_3_057,138,0.0252862684795733
route_003_inbound,06:695:00,06:695:00,stop_3_055,140,0.0243831874624468
route_003_inbound,06:705:00,06:705:00,stop_3_053,142,0.0234801064453168
route_003_inbound,06:715:00,06:715:00,stop_3_051,144,0.0225770254281885
route_003_inbound,06:725:00,06:725:00,stop_3_049,146,0.0216739444110606
route_003_inbound,06:735:00,06:735:00,stop_3_047,148,0.0207708633939365
route_003_inbound,06:745:00,06:745:00,stop_3_045,150,0.0198677823768044
route_003_inbound,06:755:00,06:755:00,stop_3_043,152,0.0189647013596751
route_003_inbound,06:765:00,06:765:00,stop_3_041,154,0.0180616203425511
route_003_inbound,06:775:00,06:775:00,stop_3_039,156,0.0171585393254236
route_003_inbound,06:785:00,06:785:00,stop_3_037,158,0.0162554583082979
route_003_inbound,06:795:00,06:795:00,stop_3_035,160,0.0153523772911697
route_003_inbound,06:805:00,06:805:00,stop_3_033,162,0.0144492962740373
route_003_inbound,06:815:00,06:815:00,stop_3_031,164,0.0135462152569156
route_003_inbound,06:825:00,06:825:00,stop_3_029,166,0.0126431342397862
route_003_inbound,06:835:00,06:835:00,stop_3_027,168,0.0117400532226618
route_003_inbound,06:845:00,06:845:00,stop_3_025,170,0.0108369722055277
route_003_inbound,06:855:00,06:855:00,stop_3_023,172,0.0099338911884039
route_003_inbound,06:865:00,06:865:00,stop_3_021,174,0.0090308101712728
